,id,orig,dest,all,male,female,a16,a25,a35,a50,a65,home,train,bus,car,pass,bicycle,walk,other
43,627427,E02001045,E02001235,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
44,627428,E02001045,E02001237,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
45,627432,E02001045,E02001243,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
46,627436,E02001045,E02001249,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
47,627445,E02001045,E02001263,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
48,627452,E02001045,E02001274,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
49,627454,E02001045,E02001277,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
50,627455,E02001045,E02001279,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
51,627463,E02001045,E02001324,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
52,627464,E02001045,E02001326,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
53,627465,E02001045,E02001337,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
54,627466,E02001045,E02001352,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
55,627471,E02001045,E02001419,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
56,627472,E02001045,E02001425,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
57,627473,E02001045,E02001436,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
58,627476,E02001045,E02001465,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
59,627477,E02001045,E02001482,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
60,627478,E02001045,E02001557,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
61,627480,E02001045,E02001628,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
62,627481,E02001045,E02001730,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
63,627482,E02001045,E02001748,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
64,627483,E02001045,E02001767,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
65,627484,E02001045,E02001769,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
66,627485,E02001045,E02001859,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
67,627487,E02001045,E02001956,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
68,627489,E02001045,E02002239,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
69,627491,E02001045,E02002256,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
70,627492,E02001045,E02002260,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
71,627493,E02001045,E02002284,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
72,627494,E02001045,E02002295,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
73,627495,E02001045,E02002323,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
