,id,orig,dest,all,male,female,a16,a25,a35,a50,a65,home,train,bus,car,pass,bicycle,walk,other
1731,631379,E02001057,E02001234,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1732,631385,E02001057,E02001242,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1733,631395,E02001057,E02001257,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1734,631410,E02001057,E02001278,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1735,631411,E02001057,E02001279,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1736,631416,E02001057,E02001288,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1737,631418,E02001057,E02001294,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1738,631419,E02001057,E02001298,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1739,631421,E02001057,E02001301,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1740,631422,E02001057,E02001303,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1741,631424,E02001057,E02001310,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1742,631425,E02001057,E02001311,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1743,631426,E02001057,E02001313,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1744,631429,E02001057,E02001321,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1745,631430,E02001057,E02001325,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1746,631431,E02001057,E02001337,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1747,631433,E02001057,E02001381,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1748,631436,E02001057,E02001405,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1749,631438,E02001057,E02001455,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1750,631440,E02001057,E02001465,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1751,631441,E02001057,E02001482,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1752,631442,E02001057,E02001487,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1753,631444,E02001057,E02001502,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1754,631445,E02001057,E02001556,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1755,631446,E02001057,E02001576,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1756,631447,E02001057,E02001594,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1757,631449,E02001057,E02001726,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1758,631450,E02001057,E02001801,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1759,631451,E02001057,E02002005,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1760,631452,E02001057,E02002047,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1761,631454,E02001057,E02002089,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1762,631455,E02001057,E02002220,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1763,631456,E02001057,E02002251,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1764,631457,E02001057,E02002256,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1765,631458,E02001057,E02002292,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1766,631459,E02001057,E02002299,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1767,631460,E02001057,E02002301,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1768,631461,E02001057,E02002312,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1769,631462,E02001057,E02002316,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1770,631463,E02001057,E02002320,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1771,631464,E02001057,E02002323,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1772,631466,E02001057,E02002395,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1773,631467,E02001057,E02002461,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1774,631468,E02001057,E02002564,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1775,631469,E02001057,E02002580,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1776,631475,E02001057,E02002596,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1777,631476,E02001057,E02002598,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1778,631479,E02001057,E02002605,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1779,631484,E02001057,E02002622,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1780,631485,E02001057,E02002625,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1781,631486,E02001057,E02002642,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1782,631487,E02001057,E02002645,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1783,631488,E02001057,E02002649,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1784,631489,E02001057,E02002691,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1785,631490,E02001057,E02002784,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1786,631491,E02001057,E02002816,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1787,631492,E02001057,E02002872,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1788,631494,E02001057,E02002966,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1789,631495,E02001057,E02002973,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1790,631496,E02001057,E02002996,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1791,631498,E02001057,E02003245,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1792,631500,E02001057,E02003278,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1793,631501,E02001057,E02003399,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1794,631502,E02001057,E02003466,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1795,631504,E02001057,E02003735,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1796,631505,E02001057,E02003802,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1797,631508,E02001057,E02003815,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1798,631509,E02001057,E02003816,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1799,631510,E02001057,E02003819,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1800,631514,E02001057,E02003834,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1801,631515,E02001057,E02003839,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1802,631516,E02001057,E02003853,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1803,631517,E02001057,E02003854,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1804,631518,E02001057,E02003855,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1805,631520,E02001057,E02003857,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1806,631523,E02001057,E02003860,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1807,631527,E02001057,E02003866,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1808,631531,E02001057,E02003872,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1809,631532,E02001057,E02003873,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1810,631533,E02001057,E02003879,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1811,631534,E02001057,E02004005,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1812,631536,E02001057,E02004094,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1813,631539,E02001057,E02004522,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1814,631540,E02001057,E02004639,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1815,631542,E02001057,E02004734,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1816,631544,E02001057,E02004957,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1817,631545,E02001057,E02004976,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1818,631547,E02001057,E02005179,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1819,631549,E02001057,E02005194,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1820,631550,E02001057,E02005196,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1821,631552,E02001057,E02005209,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1822,631553,E02001057,E02005231,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1823,631554,E02001057,E02005234,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1824,631558,E02001057,E02005259,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1825,631559,E02001057,E02005262,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1826,631560,E02001057,E02005264,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1827,631562,E02001057,E02005279,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1828,631564,E02001057,E02005307,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1829,631568,E02001057,E02005399,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1830,631570,E02001057,E02005708,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1831,631571,E02001057,E02005749,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1832,631572,E02001057,E02005756,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1833,631573,E02001057,E02005777,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1834,631576,E02001057,E02006093,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1835,631577,E02001057,E02006141,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1836,631581,E02001057,E02006844,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1837,631582,E02001057,E02006860,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1838,631583,E02001057,E02006872,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1839,631586,E02001057,E02006887,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1840,631601,E02001057,S02000149,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1841,631602,E02001057,S02000876,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1842,631603,E02001057,S02000906,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1843,631604,E02001057,W02000070,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1844,631605,E02001057,W02000094,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1845,631606,E02001059,E02000001,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1846,631607,E02001059,E02000017,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1847,631609,E02001059,E02000118,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1848,631610,E02001059,E02000184,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1849,631613,E02001059,E02000602,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1850,631614,E02001059,E02000727,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1851,631615,E02001059,E02000750,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1852,631616,E02001059,E02000808,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1853,631617,E02001059,E02000852,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1854,631618,E02001059,E02000909,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1855,631619,E02001059,E02000940,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1856,631620,E02001059,E02000978,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1857,631621,E02001059,E02000979,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1858,631623,E02001059,E02001003,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1859,631631,E02001059,E02001025,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1860,631633,E02001059,E02001027,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1861,631634,E02001059,E02001029,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1862,631636,E02001059,E02001032,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1863,631640,E02001059,E02001037,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1864,631668,E02001059,E02001071,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1865,631693,E02001059,E02001098,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1866,631695,E02001059,E02001106,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1867,631697,E02001059,E02001109,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1868,631698,E02001059,E02001110,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1869,631706,E02001059,E02001124,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1870,631708,E02001059,E02001126,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1871,631712,E02001059,E02001133,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1872,631713,E02001059,E02001137,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1873,631715,E02001059,E02001142,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1874,631716,E02001059,E02001143,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1875,631721,E02001059,E02001151,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1876,631725,E02001059,E02001157,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1877,631730,E02001059,E02001166,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1878,631735,E02001059,E02001174,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1879,631736,E02001059,E02001175,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1880,631745,E02001059,E02001188,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1881,631755,E02001059,E02001203,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1882,631758,E02001059,E02001206,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1883,631759,E02001059,E02001207,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1884,631763,E02001059,E02001211,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1885,631767,E02001059,E02001217,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1886,631771,E02001059,E02001223,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1887,631777,E02001059,E02001234,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1888,631779,E02001059,E02001236,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1889,631780,E02001059,E02001237,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1890,631785,E02001059,E02001242,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1891,631789,E02001059,E02001246,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1892,631793,E02001059,E02001250,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1893,631794,E02001059,E02001252,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1894,631796,E02001059,E02001255,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1895,631798,E02001059,E02001257,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1896,631807,E02001059,E02001268,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1897,631812,E02001059,E02001274,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1898,631820,E02001059,E02001287,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1899,631822,E02001059,E02001296,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1900,631823,E02001059,E02001297,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1901,631826,E02001059,E02001311,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1902,631828,E02001059,E02001317,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1903,631830,E02001059,E02001324,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1904,631831,E02001059,E02001325,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1905,631832,E02001059,E02001331,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1906,631833,E02001059,E02001332,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1907,631835,E02001059,E02001373,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1908,631836,E02001059,E02001374,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1909,631839,E02001059,E02001414,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1910,631840,E02001059,E02001420,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1911,631841,E02001059,E02001463,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1912,631842,E02001059,E02001482,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1913,631843,E02001059,E02001559,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1914,631844,E02001059,E02001594,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1915,631845,E02001059,E02001595,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1916,631847,E02001059,E02001852,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1917,631849,E02001059,E02002251,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1918,631850,E02001059,E02002285,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1919,631851,E02001059,E02002286,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1920,631852,E02001059,E02002289,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1921,631853,E02001059,E02002303,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1922,631854,E02001059,E02002352,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1923,631855,E02001059,E02002380,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1924,631857,E02001059,E02002422,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1925,631858,E02001059,E02002427,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1926,631859,E02001059,E02002566,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1927,631862,E02001059,E02002588,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1928,631863,E02001059,E02002590,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1929,631864,E02001059,E02002592,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1930,631867,E02001059,E02002602,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1931,631868,E02001059,E02002603,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1932,631869,E02001059,E02002604,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1933,631871,E02001059,E02002610,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1934,631872,E02001059,E02002611,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1935,631873,E02001059,E02002612,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1936,631878,E02001059,E02002756,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1937,631879,E02001059,E02002894,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1938,631880,E02001059,E02002911,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1939,631881,E02001059,E02002965,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1940,631883,E02001059,E02003110,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1941,631884,E02001059,E02003205,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1942,631885,E02001059,E02003271,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1943,631886,E02001059,E02003278,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1944,631887,E02001059,E02003800,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1945,631889,E02001059,E02003807,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1946,631890,E02001059,E02003812,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1947,631893,E02001059,E02003819,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1948,631896,E02001059,E02003841,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1949,631901,E02001059,E02003861,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1950,631903,E02001059,E02003863,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1951,631905,E02001059,E02003865,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1952,631908,E02001059,E02003870,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1953,631909,E02001059,E02003886,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1954,631910,E02001059,E02004001,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1955,631911,E02001059,E02004009,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1956,631912,E02001059,E02004013,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1957,631916,E02001059,E02004228,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1958,631917,E02001059,E02004314,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1959,631919,E02001059,E02004466,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1960,631920,E02001059,E02004494,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1961,631921,E02001059,E02004842,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1962,631922,E02001059,E02004976,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1963,631924,E02001059,E02005071,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1964,631925,E02001059,E02005098,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1965,631928,E02001059,E02005198,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1966,631929,E02001059,E02005202,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1967,631930,E02001059,E02005204,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1968,631931,E02001059,E02005216,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1969,631933,E02001059,E02005252,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1970,631934,E02001059,E02005255,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1971,631935,E02001059,E02005259,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
1972,631936,E02001059,E02005264,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1973,631937,E02001059,E02005269,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1974,631938,E02001059,E02005277,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1975,631940,E02001059,E02005281,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1976,631941,E02001059,E02005292,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1977,631942,E02001059,E02005294,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1978,631943,E02001059,E02005319,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1979,631944,E02001059,E02005331,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1980,631945,E02001059,E02005336,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1981,631946,E02001059,E02005347,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1982,631947,E02001059,E02005670,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1983,631949,E02001059,E02005777,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1984,631951,E02001059,E02005952,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1985,631952,E02001059,E02006141,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1986,631953,E02001059,E02006146,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1987,631954,E02001059,E02006168,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1988,631955,E02001059,E02006218,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1989,631956,E02001059,E02006393,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1990,631957,E02001059,E02006492,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1991,631958,E02001059,E02006514,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1992,631960,E02001059,E02006854,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1993,631962,E02001059,E02006872,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1994,631972,E02001059,E02006932,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1995,631973,E02001059,E02006933,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1996,631974,E02001059,E02006934,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1997,631980,E02001059,S02000369,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1998,631981,E02001059,S02000910,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
1999,631982,E02001059,S02001161,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
2000,631983,E02001059,W02000066,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2001,631986,E02001061,E02000187,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2002,631987,E02001061,E02000284,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2003,631988,E02001061,E02000455,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2004,631989,E02001061,E02000478,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2005,631992,E02001061,E02000977,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
2006,631993,E02001061,E02000978,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2007,631996,E02001061,E02000990,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2008,631997,E02001061,E02000993,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2009,631998,E02001061,E02000999,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2010,631999,E02001061,E02001005,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2011,632000,E02001061,E02001009,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2012,632001,E02001061,E02001014,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2013,632002,E02001061,E02001015,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2014,632006,E02001061,E02001027,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2015,632011,E02001061,E02001038,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2016,632013,E02001061,E02001043,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2017,632017,E02001061,E02001048,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
2018,632018,E02001061,E02001049,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2019,632056,E02001061,E02001091,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2020,632066,E02001061,E02001108,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
