,orig,dest,all,male,female,allages,a16,a25,a35,a50,a65,a75,allmodes,home,undergr,train,bus,taxi,bike,car,pass,bicycle,walk,other
924165,E02001958,E02000268,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
924166,E02001958,E02000305,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924168,E02001958,E02000524,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924169,E02001958,E02000604,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924170,E02001958,E02000809,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
924171,E02001958,E02000877,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924172,E02001958,E02000932,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924174,E02001958,E02000977,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
924175,E02001958,E02000979,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
924176,E02001958,E02001202,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924177,E02001958,E02001520,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
924178,E02001958,E02001652,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924179,E02001958,E02001746,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924180,E02001958,E02001797,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924181,E02001958,E02001830,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924182,E02001958,E02001835,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924183,E02001958,E02001836,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924184,E02001958,E02001838,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924187,E02001958,E02001850,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
924190,E02001958,E02001863,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924192,E02001958,E02001867,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924193,E02001958,E02001869,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924194,E02001958,E02001873,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924197,E02001958,E02001877,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924198,E02001958,E02001878,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
924199,E02001958,E02001879,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924201,E02001958,E02001883,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
924203,E02001958,E02001892,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
924205,E02001958,E02001896,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924206,E02001958,E02001898,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
924207,E02001958,E02001900,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924208,E02001958,E02001907,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924209,E02001958,E02001915,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924211,E02001958,E02001918,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924212,E02001958,E02001926,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
924214,E02001958,E02001953,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
924215,E02001958,E02001956,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924228,E02001958,E02001971,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924257,E02001958,E02002000,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924258,E02001958,E02002005,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924260,E02001958,E02002022,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924261,E02001958,E02002029,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924262,E02001958,E02002031,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924263,E02001958,E02002049,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924264,E02001958,E02002056,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924265,E02001958,E02002058,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924266,E02001958,E02002062,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924270,E02001958,E02002086,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924271,E02001958,E02002088,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924279,E02001958,E02002106,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924282,E02001958,E02002116,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924283,E02001958,E02002123,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924284,E02001958,E02002127,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924285,E02001958,E02002135,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924289,E02001958,E02002205,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
924290,E02001958,E02002221,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924292,E02001958,E02002671,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924293,E02001958,E02002809,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924294,E02001958,E02002819,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924295,E02001958,E02002834,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924296,E02001958,E02002836,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924297,E02001958,E02002838,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924298,E02001958,E02002844,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924299,E02001958,E02002846,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924300,E02001958,E02002848,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924301,E02001958,E02002849,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924302,E02001958,E02002854,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924305,E02001958,E02002875,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924306,E02001958,E02002885,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924307,E02001958,E02002898,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924308,E02001958,E02002909,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
924309,E02001958,E02002941,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924310,E02001958,E02002950,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924311,E02001958,E02003100,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
924312,E02001958,E02003236,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924314,E02001958,E02003276,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924315,E02001958,E02003465,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924316,E02001958,E02003472,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
924318,E02001958,E02003481,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924319,E02001958,E02003539,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
924320,E02001958,E02003600,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924321,E02001958,E02003698,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924322,E02001958,E02003710,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924323,E02001958,E02003718,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924324,E02001958,E02003791,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
924325,E02001958,E02003814,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924326,E02001958,E02003870,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924328,E02001958,E02004211,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
924329,E02001958,E02004260,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924332,E02001958,E02004655,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924333,E02001958,E02004666,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924334,E02001958,E02004704,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924335,E02001958,E02004706,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924336,E02001958,E02004787,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924337,E02001958,E02004852,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924338,E02001958,E02004904,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924339,E02001958,E02004926,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924340,E02001958,E02004989,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
924341,E02001958,E02005033,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924343,E02001958,E02005258,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924346,E02001958,E02005341,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924347,E02001958,E02005350,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924354,E02001958,E02005401,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924357,E02001958,E02005469,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924358,E02001958,E02005543,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
924361,E02001958,E02005624,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924364,E02001958,E02005645,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924366,E02001958,E02005650,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924367,E02001958,E02005651,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924368,E02001958,E02005657,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
924369,E02001958,E02005664,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924370,E02001958,E02005670,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924371,E02001958,E02005673,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924372,E02001958,E02005674,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924373,E02001958,E02005675,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924375,E02001958,E02005678,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
924376,E02001958,E02005690,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
924377,E02001958,E02005822,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924378,E02001958,E02005828,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924379,E02001958,E02005892,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924380,E02001958,E02005919,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924381,E02001958,E02005923,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924383,E02001958,E02005928,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924384,E02001958,E02005932,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924385,E02001958,E02005937,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924386,E02001958,E02005978,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924387,E02001958,E02005979,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924388,E02001958,E02006006,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
924389,E02001958,E02006120,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924390,E02001958,E02006145,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
924393,E02001958,E02006186,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924396,E02001958,E02006267,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924397,E02001958,E02006358,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924398,E02001958,E02006361,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924399,E02001958,E02006370,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
924400,E02001958,E02006380,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
924407,E02001958,E02006475,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924408,E02001958,E02006476,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924412,E02001958,E02006480,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924413,E02001958,E02006481,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
924430,E02001958,E02006503,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924436,E02001958,E02006520,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924448,E02001958,E02006556,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924449,E02001958,E02006631,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924450,E02001958,E02006709,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924451,E02001958,E02006724,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924453,E02001958,E02006759,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924454,E02001958,E02006763,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924458,E02001958,E02006820,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924460,E02001958,E02006851,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924461,E02001958,E02006854,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924468,E02001958,E02006932,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924469,E02001958,E02006934,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
924471,E02001958,OD0000002,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
924474,E02001958,S02000001,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
924475,E02001958,S02000797,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924476,E02001958,S02000969,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924477,E02001958,W02000085,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
924478,E02001958,W02000345,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924481,E02001959,E02000193,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
924482,E02001959,E02000248,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924483,E02001959,E02000252,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
924484,E02001959,E02000364,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924485,E02001959,E02000520,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924487,E02001959,E02000979,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
924488,E02001959,E02001414,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
924489,E02001959,E02001436,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924490,E02001959,E02001482,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924491,E02001959,E02001827,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924493,E02001959,E02001830,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924494,E02001959,E02001833,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924495,E02001959,E02001847,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924496,E02001959,E02001848,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924497,E02001959,E02001849,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924498,E02001959,E02001854,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
924501,E02001959,E02001863,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924502,E02001959,E02001875,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924504,E02001959,E02001878,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924505,E02001959,E02001879,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924506,E02001959,E02001881,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924508,E02001959,E02001883,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924509,E02001959,E02001890,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
924513,E02001959,E02001902,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924514,E02001959,E02001907,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924517,E02001959,E02001923,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924518,E02001959,E02001952,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924540,E02001959,E02001980,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924560,E02001959,E02002008,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924561,E02001959,E02002062,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
924564,E02001959,E02002084,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924573,E02001959,E02002106,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
924574,E02001959,E02002107,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924575,E02001959,E02002108,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924577,E02001959,E02002125,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924578,E02001959,E02002135,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
924579,E02001959,E02002136,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924583,E02001959,E02002168,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924584,E02001959,E02002331,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924585,E02001959,E02002392,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
924586,E02001959,E02002755,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924587,E02001959,E02002805,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924589,E02001959,E02002834,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924590,E02001959,E02002849,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924591,E02001959,E02002856,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924593,E02001959,E02003100,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924594,E02001959,E02003271,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924595,E02001959,E02003278,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924596,E02001959,E02003297,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924597,E02001959,E02003310,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
924598,E02001959,E02003355,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924599,E02001959,E02003465,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
924600,E02001959,E02003473,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924601,E02001959,E02003629,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924602,E02001959,E02003701,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924603,E02001959,E02003725,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924604,E02001959,E02003730,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
924605,E02001959,E02003755,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924606,E02001959,E02003764,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924607,E02001959,E02003996,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
924608,E02001959,E02004089,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924609,E02001959,E02004119,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924610,E02001959,E02004211,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
924611,E02001959,E02004575,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924612,E02001959,E02004581,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924613,E02001959,E02004608,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924614,E02001959,E02004914,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924615,E02001959,E02004983,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924617,E02001959,E02004995,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924618,E02001959,E02005338,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924619,E02001959,E02005346,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924620,E02001959,E02005351,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924621,E02001959,E02005360,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924622,E02001959,E02005371,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924624,E02001959,E02005375,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924626,E02001959,E02005378,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924627,E02001959,E02005381,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924629,E02001959,E02005385,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924630,E02001959,E02005386,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924632,E02001959,E02005388,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924634,E02001959,E02005397,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924636,E02001959,E02005507,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924637,E02001959,E02005614,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924639,E02001959,E02005622,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
924640,E02001959,E02005624,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
